ID,Store,Date,IsHoliday,Dept,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size
7241,1,2012-01-13,0,1,16894.4,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7246,1,2012-01-13,0,17,9454.17,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7247,1,2012-01-13,0,19,758.08,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7249,1,2012-01-13,0,4,36582.36,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7256,1,2012-01-13,0,18,1700.85,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7259,1,2012-01-13,0,11,24493.4,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7260,1,2012-01-13,0,7,9194.61,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7263,1,2012-01-13,0,10,23995.69,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7267,1,2012-01-13,0,2,43353.09,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7268,1,2012-01-13,0,8,34033.89,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7275,1,2012-01-13,0,12,8111.01,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7278,1,2012-01-13,0,16,5894.86,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7279,1,2012-01-13,0,14,14311.83,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7281,1,2012-01-13,0,3,13822.49,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7283,1,2012-01-13,0,13,38000.25,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7287,1,2012-01-13,0,20,4485.95,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7289,1,2012-01-13,0,5,19281.61,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7297,1,2012-01-13,0,9,15416.12,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7302,1,2012-01-13,0,6,2460.92,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
7312,1,2012-01-20,0,1,18365.1,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7315,1,2012-01-20,0,11,20707.62,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7317,1,2012-01-20,0,7,10189.61,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7320,1,2012-01-20,0,2,43753.43,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7323,1,2012-01-20,0,12,9296.13,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7326,1,2012-01-20,0,17,7968.85,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7328,1,2012-01-20,0,18,1468.65,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7331,1,2012-01-20,0,8,35356.12,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7332,1,2012-01-20,0,19,714.21,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7342,1,2012-01-20,0,16,6400.8,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7348,1,2012-01-20,0,5,19298.42,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7349,1,2012-01-20,0,4,33780.2,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7352,1,2012-01-20,0,10,25331.83,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7355,1,2012-01-20,0,3,11702.08,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7356,1,2012-01-20,0,14,12695.7,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7358,1,2012-01-20,0,13,37433.66,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7371,1,2012-01-20,0,6,2427.46,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7376,1,2012-01-20,0,20,3937.59,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7384,1,2012-01-20,0,9,13332.75,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
7385,1,2012-01-27,0,7,11228.15,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7386,1,2012-01-27,0,1,18378.16,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7388,1,2012-01-27,0,17,7237.41,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7389,1,2012-01-27,0,2,41556.23,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7391,1,2012-01-27,0,4,33613.91,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7392,1,2012-01-27,0,11,17860.35,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7394,1,2012-01-27,0,12,8229.77,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7396,1,2012-01-27,0,18,1842.47,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7401,1,2012-01-27,0,19,720.98,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7406,1,2012-01-27,0,10,23650.22,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7408,1,2012-01-27,0,16,6108.82,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7409,1,2012-01-27,0,8,34644.25,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7413,1,2012-01-27,0,14,12684.05,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7416,1,2012-01-27,0,5,21376.42,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7426,1,2012-01-27,0,3,10613.17,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7435,1,2012-01-27,0,20,3364.8,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7438,1,2012-01-27,0,13,34312.26,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7439,1,2012-01-27,0,6,1649.4,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7448,1,2012-01-27,0,9,14728.57,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
7455,1,2012-02-03,0,17,8128.57,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7456,1,2012-02-03,0,1,23510.49,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7458,1,2012-02-03,0,11,22429.17,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7461,1,2012-02-03,0,19,1175.9,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7462,1,2012-02-03,0,18,3558.71,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7463,1,2012-02-03,0,7,16556.71,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7468,1,2012-02-03,0,4,40274.83,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7471,1,2012-02-03,0,16,9873.73,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7472,1,2012-02-03,0,2,54322.24,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7474,1,2012-02-03,0,10,33524.28,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7479,1,2012-02-03,0,5,28307.43,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7485,1,2012-02-03,0,12,9612.87,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7487,1,2012-02-03,0,8,40069.47,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7490,1,2012-02-03,0,14,15583.82,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7493,1,2012-02-03,0,3,12485.78,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7495,1,2012-02-03,0,13,43478.58,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7509,1,2012-02-03,0,6,3981.09,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7512,1,2012-02-03,0,20,4206.91,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7523,1,2012-02-03,0,9,19427.31,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
7601,1,2012-02-17,0,17,11684.73,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7604,1,2012-02-17,0,18,26992.11,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7608,1,2012-02-17,0,19,762.59,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7610,1,2012-02-17,0,12,9262.33,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7611,1,2012-02-17,0,11,26269.87,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7620,1,2012-02-17,0,13,38622.92,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7623,1,2012-02-17,0,5,46219.96,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7624,1,2012-02-17,0,4,36550.46,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7632,1,2012-02-17,0,1,54060.1,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7633,1,2012-02-17,0,20,5569.54,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7637,1,2012-02-17,0,10,40409.5,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7643,1,2012-02-17,0,16,12648.11,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7650,1,2012-02-17,0,14,21324.12,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7654,1,2012-02-17,0,9,23867.82,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7656,1,2012-02-17,0,8,37244.73,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7657,1,2012-02-17,0,3,10237.78,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7667,1,2012-02-17,0,7,16849.62,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7670,1,2012-02-17,0,6,4223.42,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7672,1,2012-02-17,0,2,46085.47,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
7677,1,2012-02-24,0,18,1973.92,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7681,1,2012-02-24,0,19,988.95,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7682,1,2012-02-24,0,20,4455.36,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7690,1,2012-02-24,0,5,30797.88,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7691,1,2012-02-24,0,17,9309.63,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7692,1,2012-02-24,0,3,10502.4,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7696,1,2012-02-24,0,16,19874.3,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7703,1,2012-02-24,0,1,20124.22,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7713,1,2012-02-24,0,12,11284.27,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7718,1,2012-02-24,0,14,18574.25,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7719,1,2012-02-24,0,11,21750.64,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7721,1,2012-02-24,0,6,3784.06,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7724,1,2012-02-24,0,13,40079.43,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7727,1,2012-02-24,0,10,37507.44,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7729,1,2012-02-24,0,8,37204.72,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7732,1,2012-02-24,0,7,15956.87,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7738,1,2012-02-24,0,4,34953.85,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7739,1,2012-02-24,0,9,25957.89,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7744,1,2012-02-24,0,2,47080.12,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
7749,1,2012-03-02,0,19,761.16,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7750,1,2012-03-02,0,3,11387.31,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7752,1,2012-03-02,0,16,30451.14,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7753,1,2012-03-02,0,14,19412.26,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7757,1,2012-03-02,0,5,30642.53,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7761,1,2012-03-02,0,18,1316.04,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7769,1,2012-03-02,0,17,11187.42,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7777,1,2012-03-02,0,20,5446.7,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7781,1,2012-03-02,0,12,11994.48,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7784,1,2012-03-02,0,8,40307.19,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7785,1,2012-03-02,0,1,20113.03,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7787,1,2012-03-02,0,4,38459.98,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7789,1,2012-03-02,0,6,6464.52,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7799,1,2012-03-02,0,7,16473.91,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7804,1,2012-03-02,0,13,44565.32,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7806,1,2012-03-02,0,9,30503.3,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7807,1,2012-03-02,0,11,23286.46,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7814,1,2012-03-02,0,2,52608.51,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7816,1,2012-03-02,0,10,39036.14,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
7818,1,2012-03-09,0,1,21140.07,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7822,1,2012-03-09,0,5,25492.21,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7825,1,2012-03-09,0,12,11947.03,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7828,1,2012-03-09,0,8,36553.82,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7829,1,2012-03-09,0,14,16528.29,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7834,1,2012-03-09,0,13,40001.72,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7837,1,2012-03-09,0,17,11553.98,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7843,1,2012-03-09,0,6,4183.3,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7844,1,2012-03-09,0,11,23169.16,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7846,1,2012-03-09,0,20,7272.2,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7847,1,2012-03-09,0,16,32633.81,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7850,1,2012-03-09,0,18,1126.04,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7854,1,2012-03-09,0,4,38934.77,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7858,1,2012-03-09,0,3,11925.71,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7863,1,2012-03-09,0,10,34858.03,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7866,1,2012-03-09,0,19,1514.62,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7869,1,2012-03-09,0,9,28291.68,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7873,1,2012-03-09,0,2,48563.69,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7883,1,2012-03-09,0,7,17500.24,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
7893,1,2012-03-16,0,4,38125.32,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7894,1,2012-03-16,0,17,8523.56,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7896,1,2012-03-16,0,1,22366.88,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7900,1,2012-03-16,0,12,12178.8,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7902,1,2012-03-16,0,16,44960.02,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7904,1,2012-03-16,0,13,38322.83,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7906,1,2012-03-16,0,8,36141.27,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7908,1,2012-03-16,0,18,1630.41,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7909,1,2012-03-16,0,5,29345.72,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7912,1,2012-03-16,0,2,47346.32,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7921,1,2012-03-16,0,3,8845.73,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7931,1,2012-03-16,0,11,24841.76,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7933,1,2012-03-16,0,19,1273.4,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7934,1,2012-03-16,0,14,12757.86,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7935,1,2012-03-16,0,9,37941.84,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7943,1,2012-03-16,0,6,3905.72,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7944,1,2012-03-16,0,7,20690.01,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7947,1,2012-03-16,0,20,5040.41,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7958,1,2012-03-16,0,10,33405.1,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
7962,1,2012-03-23,0,4,36586.52,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
7965,1,2012-03-23,0,2,44796.03,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
7972,1,2012-03-23,0,12,11448.84,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
7975,1,2012-03-23,0,13,37801.64,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
7980,1,2012-03-23,0,1,22107.7,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
7981,1,2012-03-23,0,3,7910.22,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
7982,1,2012-03-23,0,16,45184.22,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
7984,1,2012-03-23,0,10,33327.09,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
7986,1,2012-03-23,0,8,33758.45,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
7989,1,2012-03-23,0,5,25442.13,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
7994,1,2012-03-23,0,14,12771.12,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
7998,1,2012-03-23,0,17,7456.66,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
7999,1,2012-03-23,0,18,2280.34,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
8003,1,2012-03-23,0,11,24350.67,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
8009,1,2012-03-23,0,19,1057.43,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
8012,1,2012-03-23,0,6,2856.83,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
8021,1,2012-03-23,0,9,33541.36,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
8022,1,2012-03-23,0,20,3909.02,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
